35	2	1	1	55.26	1.401664424	3.617647059	4.247524752	4.166666667	-1	0
35	2	2	2	38.89	1.370783595	3.078431373	4.12745098	3.509803922	1	1
35	7	7	7	58.17	2.58586475	3.653465347	4.565656566	4.693069307	1	1
35	1	2	2	35.95	1.779275709	2.784313725	3.941176471	3.343137255	1	1
35	5	5	5	43.72	1.353483	2.584158416	3.7	3.693069307	0	-1
35	5	5	5	39.07	1.431856033	3.598039216	4.235294118	3.990196078	1	1
35	2	1	1	37.81	2.367681974	2.264705882	3.509803922	3.029411765	1	1
35	3	5	3	39.15	1.331588724	3.68627451	4.940594059	4.509803922	1	1
35	2	2	2	35.02	1.4420855	3.039215686	4.245098039	3.745098039	1	1
35	7	7	7	46.46	2.7435121	2.97029703	4.058823529	3.852941176	1	1
35	1	1	1	44.52	2.628114273	3.166666667	4.107843137	3.598039216	1	1
35	7	6	6	37.26	2.210855133	3.455445545	3.673267327	4.03960396	-1	0
35	5	3	5	5.37	0.9046265	3.742574257	4.666666667	4.362745098	1	1
35	1	2	2	-14.57	0.508786	2.792079208	4.247524752	3.603960396	1	1
35	5	5	5	10.1	1.456204178	2.803921569	4.137254902	3.970588235	1	1
35	1	1	1	33.26	0.9332164	2.235294118	3.490196078	3.352941176	0	-1
35	2	2	1	25.37	1.068120074	2.598039216	3.666666667	3.31372549	1	1
35	1	1	1	55.59	2.6072395	2.647058824	3.5	3.166666667	1	1
35	1	1	1	15.36	1.475718571	1.794117647	3.480392157	2.960784314	1	1
35	6	6	5	48.88	2.32562845	3.362745098	4.480392157	4.343137255	1	1
35	3	3	3	16.46	1.718400092	2.66	3.84	3.46	1	1
35	2	2	2	30.57	1.40171908	2.62745098	4.176470588	3.754901961	1	1
35	1	1	2	33.76	1.624758207	1.990196078	2.882352941	2.68627451	0	-1
35	1	1	2	19.84	1.682893696	2.519607843	3.882352941	3.343137255	-1	0
14	7	7	7	55.26	1.401664424	3.617647059	4.247524752	4.166666667	1	1
14	6	6	6	38.89	1.370783595	3.078431373	4.12745098	3.509803922	-1	0
14	7	7	7	58.17	2.58586475	3.653465347	4.565656566	4.693069307	-1	0
14	7	7	7	35.95	1.779275709	2.784313725	3.941176471	3.343137255	1	1
14	7	6	6	43.72	1.353483	2.584158416	3.7	3.693069307	-1	0
14	7	7	7	39.07	1.431856033	3.598039216	4.235294118	3.990196078	-1	0
14	3	1	1	37.81	2.367681974	2.264705882	3.509803922	3.029411765	0	-1
14	6	7	7	39.15	1.331588724	3.68627451	4.940594059	4.509803922	-1	0
14	3	6	5	35.02	1.4420855	3.039215686	4.245098039	3.745098039	-1	0
